"""c""",(cfs),(fps),(ft),(ft_ft),(in),0.003042372881355911,0.5082000000000001,1180,20,32.108971468560014,4.5276000000000005,4.980360000000001,424.23,427.7,8,"8_mhd-r_1.1c=0.462_9.8_(t5613,_upper_half)",9.8,area,b_p,base,base_ca,board,col_1,col_10,col_11,col_12,col_14,col_15,col_16,col_17,col_18,col_2,col_23,col_3,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_4,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_5,col_6,col_7,col_8,col_9,delta_fb,description,dia,dist.,dn_strm,egl_elev.,elev,f_s,freebrd,hgl,hgl_elev.,hl,i,inlet,jct,jct_area,keystroke,length,location,loss,losses,macro_or_dialog_box,mca,modules,name,q,r_g,slope,soffit_elev.,source_row,source_sheet,stream_jct,t56013,t_c,t_p,t_t,tc,type,userforms,vel,worksheet_formulas
nan,4.556666783778305,2.5785398997132702,0.1032432921492751,0.0018817204615513285,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.253166796200958,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.2025393261487806,nan,nan,nan,nan,384.4726158220971,387.92,nan,nan,nan,384.36937252994784,nan,nan,nan,nan,nan,nan,nan,nan,0.09683320379907906,0.030972987644782547,nan,nan,nan,nan,nan,nan,nan,384.07,588,HYDRAULICS,151,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,1.0455867164568549,0.8520187147089218,0.0112722964318981,0.00026198755305082653,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.038719061846166,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,387.54255323458574,394.07,nan,nan,nan,387.5312809381538,nan,nan,nan,nan,nan,nan,nan,nan,0.06128093815380212,0.0033816889295694543,nan,nan,nan,nan,nan,nan,nan,387.47,597,HYDRAULICS,147,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,42.935795232979906,3.4167140336914237,0.1812722793171415,0.000893441967640573,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.336406635875335,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,383.3248656434418,392.98,nan,nan,nan,383.1435933641247,nan,nan,nan,nan,nan,nan,nan,nan,0.8735933641246909,0.36254455863428314,nan,nan,nan,nan,nan,nan,nan, ,605,HYDRAULICS,184,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
nan,11.919905465577752,3.794214879544739,0.2235414060894207,0.0027762991429412347,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.160519167087159,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,400.82,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,4.184673419472207,0.12294777334918142,nan,nan,nan,nan,nan,nan,nan, ,619,HYDRAULICS,169,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,18.109908274050245,3.6893115913522276,0.2113512425168618,0.0019493944952280852,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.643502738428992,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,396.5,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,1.3694996845578757,0.06340537275505856,nan,nan,nan,nan,nan,nan,nan, ,631,HYDRAULICS,172,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,12.914085531439984,2.6308297492110997,0.1074730616356232,0.0009912759075503324,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.605915896499198,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,395,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.4337086610485716,0.03224191849068697,nan,nan,nan,nan,nan,nan,nan, ,633,HYDRAULICS,171,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,10.181450701617292,2.0741432547221375,0.0668023329364804,0.0006161501514919146,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.354766009637899,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,393.75,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.3219542741119823,0.020040699880944136,nan,nan,nan,nan,nan,nan,nan, ,638,HYDRAULICS,174,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,26.820566193614738,3.794325070539391,0.2235543903870147,0.0016169743794341477,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.654685175706504,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,383.7888692146805,392.72,nan,nan,nan,383.5653148242935,nan,nan,nan,nan,nan,nan,nan,nan,1.2953148242935155,0.5029973783707833,nan,nan,nan,nan,nan,nan,nan, ,643,HYDRAULICS,182.2,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
nan,20.415705564404135,2.888224763659584,0.1295317125064667,0.0009369060481638944,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.952649534484067,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,391.55,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.4098743088248422,0.03885951375194002,nan,nan,nan,nan,nan,nan,nan,383,653,HYDRAULICS,162,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,19.64911505769948,2.7797746452903658,0.1199867558788692,0.0008678671431666975,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.550457521988733,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,390.6,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.4426470558677248,0.06599271573337807,nan,nan,nan,nan,nan,nan,nan,383.12,655,HYDRAULICS,161,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,18.574520381477786,3.7839613713221874,0.2223348394356908,0.002050701509638758,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.7534304194654737,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,390.8,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,2.099375186080069,0.17786787154855263,nan,nan,nan,nan,nan,nan,nan,383.98,658,HYDRAULICS,160,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,18.383019939001912,3.7449493127582203,0.2177739961976438,0.00200863465166352,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.16775000447376,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,391.7,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.4811195717536418,0.06533219885929316,nan,nan,nan,nan,nan,nan,nan,384.75,662,HYDRAULICS,159.1,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,11.291308052479847,2.3002410089085505,0.082160072966842,0.000757801998520646,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5846156519667716,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,392,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.4618997750364654,0.024648021890052604,nan,nan,nan,nan,nan,nan,nan, ,666,HYDRAULICS,158,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,0.4164568814957421,0.23566583566519092,0.0008623972996859,1.5718121836518634e-05,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.225993978333008,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,382.27486841896666,390,nan,nan,nan,382.274006021667,nan,nan,nan,nan,nan,nan,nan,nan,0.004006021666989639,0.0008623972996859126,nan,nan,nan,nan,nan,nan,nan, ,681,HYDRAULICS,185,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
nan,0.12166511375169345,0.34854406154992396,0.0018863814105856,0.00010136766943077386,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.154631718555152,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,382.28725466285545,388.94,nan,nan,nan,382.28536828144485,nan,nan,nan,nan,nan,nan,nan,nan,0.015368281444878593,0.0018863814105856704,nan,nan,nan,nan,nan,nan,nan, ,684,HYDRAULICS,186,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I=P(TT^E),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Drain Inlet Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P=MAP*P1*60^E,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sort DI Table by inlet number,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-o,nan,nan,nan,nan,nan,nan,nan,Sort,nan,nan,nan,nan,7,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P1=RATIO OF MAX 1 HR RAINFALL TO MAP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Add Inlet to Hydrology Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-i,nan,nan,nan,nan,nan,nan,nan,Inlet,nan,nan,nan,nan,10,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HGL=Hl+(HGL CONTROL),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Add Junction to Hydraulics Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-j,nan,nan,nan,nan,nan,nan,nan,HGLJunctions,nan,nan,nan,nan,16,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Loss,Formula (Loss = ),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Add bold and shading to all CIA junction lines,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-e,nan,Hydrology Calcs,nan,nan,nan,nan,nan,Entire,nan,nan,nan,nan,26,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,OUTFALL,1.0 VH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Remove bold and shading from entire CIA table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-r,nan,Hydrology Calcs,nan,nan,nan,nan,nan,Remove,nan,nan,nan,nan,28,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,INLET JUNCTION,0.3 VH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,Reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.7,#VALUE!, ,9.555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,line_INLET,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan, ,nan,nan, , , ,nan, ,#VALUE!,1, , ,nan, ,nan,nan,nan,nan, ,nan,nan,#VALUE!,10.0,nan,nan,21,Formluas,nan,nan, , ,#VALUE!, ,nan,nan, ,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,table_MINOR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44,Formluas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46,Formluas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Fill in DI Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-d,nan,Drain Inlet Table,nan,nan,DI Table,nan,1.0,nan,nan,nan,nan,nan,8,VBA reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,first inlet,nan,nan,nan,nan,nan,nan,nan,9,VBA reference,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,last inlet,nan,nan,nan,nan,nan,nan,nan,10,VBA reference,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Add Inlet to Hydrology Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-i,nan,Hydrology Calcs,nan,nan,Inlet,nan,3.0,nan,nan,nan,nan,nan,12,VBA reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inlet no.,nan,nan,nan,nan,nan,nan,nan,13,VBA reference,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Add Junction to Hydrology Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-j,nan,nan,nan,nan,CIAJunctions,nan,4.0,nan,nan,nan,nan,nan,14,VBA reference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Add Junction to Hydraulics Table,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ctrl-j,nan,Hydraulic Calcs,nan,nan,HGLJunctions,nan,4.0,nan,nan,nan,nan,nan,25,VBA reference,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan
